eu_pas_register_number,risk_management_plan,grouped_risk_management_plan,count,due_result_count,due_protocol_count,has_abstract_only_manual_count,has_abstract_manual_count,has_final_study_report_manual_count,has_result_manual_count,has_result_automatic_count,has_additional_protocol_manual_count,has_protocol_manual_count,has_protocol_automatic_count
6318,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
12912,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
6352,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
6355,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
6366,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
6410,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
6413,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
6420,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
6435,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
6441,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
6469,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,1,1,1
6486,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
6521,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
6524,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
6536,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
6539,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,0,0
6559,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
6568,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
6573,,Other PAS,1,1,1,1,1,0,1,1,0,1,1
6577,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
6587,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
6655,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
6658,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
6691,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
6708,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,0,0
6736,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
6749,,Other PAS,1,1,1,0,0,0,0,0,0,0,0
6769,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
6779,,Other PAS,1,1,1,0,0,1,1,1,0,1,1
6785,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
6804,,Other PAS,1,1,1,0,0,0,0,0,0,1,1
6817,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
6827,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,0,0
6934,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
6987,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
7008,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7020,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7023,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
7034,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7037,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7072,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
7082,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
7134,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
7187,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
7193,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
7196,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
7201,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
7211,,Other PAS,1,0,1,0,0,0,0,0,0,1,1
7225,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
7290,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7305,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
7309,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
7317,EU RMP category 3 (required),Other PAS,1,1,1,0,0,1,1,1,0,1,1
7325,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
7346,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
7361,EU RMP category 3 (required),Other PAS,1,1,1,0,0,1,1,1,0,1,1
7375,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
7379,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
7389,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
7393,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
7424,Non-EU RMP only,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7527,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,0,0
7534,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
7537,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
44548,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
7549,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
7574,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
7584,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,0,0
7588,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,0,0
7591,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
7619,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
7622,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
7626,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7641,,Other PAS,1,1,1,1,1,0,1,1,0,1,1
7645,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
28541,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
7678,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
7687,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
7690,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
7718,,Other PAS,1,0,0,0,0,0,0,0,0,1,1
7727,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7730,,Other PAS,1,1,1,0,0,0,0,0,0,1,1
7744,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
7753,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
7761,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
7766,Non-EU RMP only,Other PAS,1,1,1,1,1,0,1,1,0,1,1
7795,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
7814,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,1,0,1,1
7828,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
7842,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
7857,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
7866,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
7870,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
7880,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
7892,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
7895,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7901,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
7910,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7924,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,0,0
7938,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7944,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7953,Non-EU RMP only,Other PAS,1,1,1,1,1,0,1,1,0,1,1
7969,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7982,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
7986,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
7994,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
7998,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
8001,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8019,,Other PAS,1,1,1,0,0,0,0,0,0,1,1
8028,Non-EU RMP only,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8040,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8044,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
8054,Non-EU RMP only,Other PAS,1,1,1,1,1,0,1,1,0,1,1
8060,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8063,Non-EU RMP only,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8075,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,0,0
8086,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
8093,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
8097,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
8104,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
8116,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,0,0
8135,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
8202,Not applicable,Other PAS,1,1,1,0,1,1,1,1,1,1,1
8205,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,1,1
8231,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
8241,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
8260,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
8273,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
8295,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
8304,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
8342,Non-EU RMP only,Other PAS,1,1,1,0,1,1,1,1,0,1,1
8352,Non-EU RMP only,Other PAS,1,1,1,0,1,1,1,1,0,1,1
8375,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
8391,,Other PAS,1,1,1,0,0,0,0,0,0,1,1
8398,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
8408,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
8419,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
8426,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,0,0
8429,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
8433,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
8441,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
8444,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
8455,,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8463,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
8472,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
8494,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
8502,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
8507,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
8517,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,0,0
8533,,Other PAS,1,0,1,0,0,0,0,0,0,1,1
8540,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,0,0
8571,EU RMP category 3 (required),Other PAS,1,0,1,1,1,0,1,0,0,1,1
8598,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
8615,,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8618,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8639,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,0,0
8658,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8663,Non-EU RMP only,Other PAS,1,1,1,0,0,0,0,0,0,1,1
8687,,Other PAS,1,1,1,0,1,1,1,1,0,1,1
8695,,Other PAS,1,0,1,0,0,0,0,0,0,1,1
8702,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
8718,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8734,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
8737,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
8740,,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8748,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
8797,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
8800,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
8816,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
8832,,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8840,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
8896,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
8976,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
9020,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
9050,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
9053,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
9073,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
9076,Non-EU RMP only,Other PAS,1,1,1,0,1,1,1,1,0,1,1
9097,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
9105,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
9111,,Other PAS,1,1,1,0,1,1,1,1,0,0,0
9142,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
9151,,Other PAS,1,1,1,0,1,1,1,1,0,1,1
9159,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
9181,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
9194,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
9200,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
9209,,Other PAS,1,1,1,1,1,0,1,1,0,1,1
9215,,Other PAS,1,1,1,1,1,0,1,1,0,1,1
9318,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
9336,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
9339,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
9358,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
9364,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
9374,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
9400,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
9449,EU RMP category 3 (required),Other PAS,1,1,1,0,0,1,1,1,0,1,1
9462,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
9491,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
9507,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
9553,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
9564,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
9592,,Other PAS,1,1,1,1,1,0,1,1,0,1,1
9651,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
9669,,Other PAS,1,0,0,0,0,0,0,0,0,1,1
9678,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
9708,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
9771,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
9786,Non-EU RMP only,Other PAS,1,1,1,0,0,0,0,0,0,1,1
9802,Non-EU RMP only,Other PAS,1,1,1,0,0,0,0,0,0,1,1
9814,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
9827,EU RMP category 3 (required),Other PAS,1,0,0,0,0,0,0,0,0,0,0
9834,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
9847,,Other PAS,1,1,1,1,1,0,1,1,0,1,1
9868,Non-EU RMP only,Other PAS,1,1,1,0,1,1,1,1,0,1,1
9914,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
9917,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
9924,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
9938,,Other PAS,1,1,1,0,0,0,0,0,0,1,1
9949,,Other PAS,1,1,1,0,0,0,0,0,0,1,1
9983,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
9991,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
9998,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
10001,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
10029,Non-EU RMP only,Other PAS,1,1,1,0,0,0,0,0,0,0,0
10039,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
10043,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,0,0
10046,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
10089,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
10093,Non-EU RMP only,Other PAS,1,1,1,0,1,1,1,1,0,1,1
10122,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
10129,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
10165,,Other PAS,1,0,0,0,0,0,0,0,0,1,1
10201,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
10224,Non-EU RMP only,Other PAS,1,1,1,0,1,1,1,1,0,1,1
10229,,Other PAS,1,0,1,0,0,0,0,0,0,1,1
10239,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
10249,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
10254,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
10298,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
10301,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
10335,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
10344,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
10350,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
10376,Non-EU RMP only,Other PAS,1,1,1,0,0,0,0,1,0,1,1
10391,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
10394,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
10416,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
10443,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
10446,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
10457,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
10464,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
10483,,Other PAS,1,1,1,0,0,0,0,0,0,1,1
10493,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
10513,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
10526,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
10541,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
10559,,Other PAS,1,1,1,0,0,0,0,0,0,1,1
10565,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
10618,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
10632,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
10649,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
10679,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
10684,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
10688,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
10691,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
10694,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
10726,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
10738,,Other PAS,1,0,1,0,0,0,0,0,0,1,1
10753,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
10837,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
10888,EU RMP category 3 (required),Other PAS,1,0,0,0,0,0,0,0,0,0,0
10891,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,0,0,0
10902,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,1,1
10911,EU RMP category 3 (required),Other PAS,1,1,1,0,0,1,1,1,0,1,1
10923,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
10945,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
10954,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,0,1,1
11010,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
11035,,Other PAS,1,1,1,1,1,0,1,1,0,0,0
11039,,Other PAS,1,1,1,0,0,0,0,0,0,0,0
11048,,Other PAS,1,1,1,0,0,0,0,0,0,0,0
11057,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
11074,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
11131,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,0,0
11157,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,1,1
11186,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
11209,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
11221,Non-EU RMP only,Other PAS,1,1,1,0,1,1,1,1,0,1,1
11234,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
11237,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
23334,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
11313,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,1,1
11321,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
11327,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
11368,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,1,1
11379,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
11387,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
11397,Non-EU RMP only,Other PAS,1,1,1,0,0,1,1,1,0,1,1
11405,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
11410,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
11414,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
11465,Not applicable,Other PAS,1,0,1,0,0,0,0,0,0,0,0
11475,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
11481,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
11484,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
11502,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
11512,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
11521,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
11551,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
11599,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
11604,EU RMP category 3 (required),Other PAS,1,1,1,0,0,1,1,1,0,1,1
11628,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
11634,,Other PAS,1,1,1,1,1,0,1,1,0,1,1
11644,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,0,0
11647,,Other PAS,1,1,1,1,1,0,1,1,0,1,1
11650,,Other PAS,1,1,1,1,1,0,1,1,0,1,1
11656,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
11662,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
11672,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
11681,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,0,0,0
11684,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
11707,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
11712,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
11728,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
11750,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,0,0
11788,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
11799,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
11845,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
11854,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
11867,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,0,1,1
11885,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
11891,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
11897,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
11924,,Other PAS,1,0,1,0,0,0,0,0,0,0,0
11957,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
11977,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
12030,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
12041,,Other PAS,1,0,0,0,0,0,0,0,0,0,0
12083,Not applicable,Other PAS,1,1,1,0,0,0,0,1,0,1,1
12086,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
12110,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
12113,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,1,1
12116,EU RMP category 3 (required),Other PAS,1,0,1,0,0,0,0,0,1,1,1
12132,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
12145,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,0,0
12174,,Other PAS,1,1,1,0,0,0,0,0,0,0,0
12183,EU RMP category 3 (required),Other PAS,1,1,1,0,0,1,1,1,0,1,1
12236,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
12247,,Other PAS,1,1,1,0,0,0,0,0,0,0,0
12275,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,1,1
12279,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
12292,Non-EU RMP only,Other PAS,1,0,1,0,0,0,0,0,0,0,0
12321,Not applicable,Other PAS,1,0,0,0,0,0,0,0,0,1,1
12360,EU RMP category 3 (required),Other PAS,1,1,1,1,1,0,1,1,0,0,0
12387,Not applicable,Other PAS,1,1,1,0,1,1,1,1,0,1,1
12410,Not applicable,Other PAS,1,1,1,0,0,1,1,1,0,1,1
12436,EU RMP category 3 (required),Other PAS,1,1,1,0,0,0,0,0,0,1,1
12456,Not applicable,Other PAS,1,1,1,1,1,0,1,1,0,1,1
12518,EU RMP category 3 (required),Other PAS,1,1,1,0,1,1,1,1,0,1,1
12537,Not applicable,Other PAS,1,1,1,0,0,0,0,0,0,0,0
